0,0.0
1,2.0
2,0.0
3,0.0
4,1.0
5,-1.0
6,1.0
7,1.0
8,-1.0
9,-2.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,-1.0
16,-1.0
17,2.0
18,0.0
19,0.0
20,1.0
21,2.0
22,-1.0
23,1.0
24,0.0
25,1.0
26,0.0
27,-2.0
28,-1.0
29,0.0
30,-1.0
31,-1.0
32,1.0
33,-2.0
34,0.0
35,1.0
36,-1.0
37,1.0
38,0.0
39,0.0
40,0.0
41,0.0
42,3.0
43,1.0
44,-1.0
45,0.0
46,0.0
47,-1.0
48,0.0
49,0.0
50,0.0
51,0.0
52,1.0
53,1.0
54,-2.0
55,-1.0
56,1.0
57,-2.0
58,3.0
59,-2.0
60,0.0
61,-3.0
62,-1.0
63,-1.0
64,2.0
65,1.0
66,2.0
67,-2.0
68,1.0
69,0.0
70,2.0
71,0.0
72,0.0
73,-1.0
74,0.0
75,-1.0
76,-3.0
77,0.0
78,2.0
79,1.0
80,3.0
81,0.0
82,0.0
83,0.0
84,1.0
85,0.0
86,0.0
87,3.0
88,0.0
89,0.0
90,-3.0
91,1.0
92,0.0
93,0.0
94,1.0
95,2.0
96,1.0
97,3.0
98,1.0
99,-2.0
100,2.0
101,0.0
102,1.0
103,-1.0
104,1.0
105,-2.0
106,0.0
107,0.0
108,2.0
109,3.0
110,3.0
111,4.0
112,2.0
113,1.0
114,1.0
115,0.0
116,1.0
117,1.0
118,2.0
119,5.0
120,0.0
121,0.0
122,4.0
123,3.0
124,1.0
125,1.0
126,1.0
127,3.0
128,3.0
129,2.0
130,3.0
131,2.0
132,5.0
133,3.0
134,4.0
135,3.0
136,5.0
137,2.0
138,2.0
139,4.0
140,5.0
141,1.0
142,4.0
143,1.0
144,1.0
145,5.0
146,4.0
147,1.0
148,0.0
149,5.0
150,3.0
151,3.0
152,4.0
153,3.0
154,2.0
155,6.0
156,5.0
157,8.0
158,5.0
159,0.0
160,10.0
161,5.0
162,4.0
163,8.0
164,4.0
165,6.0
166,1.0
167,1.0
168,4.0
169,2.0
170,1.0
171,0.0
172,5.0
173,3.0
174,5.0
175,7.0
176,5.0
177,1.0
178,2.0
179,8.0
180,3.0
181,5.0
182,5.0
183,7.0
184,9.0
185,1.0
186,7.0
187,4.0
188,6.0
189,5.0
190,8.0
191,3.0
192,7.0
193,8.0
194,5.0
195,1.0
196,8.0
197,8.0
198,7.0
199,1.0
200,3.0
201,2.0
202,3.0
203,3.0
204,4.0
205,8.0
206,4.0
207,5.0
208,5.0
209,8.0
210,5.0
211,6.0
212,9.0
213,11.0
214,11.0
215,8.0
216,10.0
217,7.0
218,12.0
219,8.0
220,8.0
221,6.0
222,9.0
223,5.0
224,5.0
225,3.0
226,10.0
227,4.0
228,4.0
229,7.0
230,1.0
231,7.0
232,5.0
233,3.0
234,7.0
235,6.0
236,3.0
237,10.0
238,4.0
239,7.0
240,3.0
241,14.0
242,10.0
243,5.0
244,8.0
245,16.0
246,10.0
247,5.0
248,8.0
